,%tmpl-wet-theme,WET theme,Thème de la BOEW,Tema WET,Tema WET,موضوع WET,WET թեման,WET тема,WET主題,WET主题,WET téma,WET thema,WET teema,WET Thema,WET θέματος ή γνωστού ονόματος,विषय WET,WET téma,WET þema,Tema WET,Tema WET,WETテーマ,WET테마,WET tēma,WET tema,Motyw WET,Tema WET,Tema WET,WET тему,WET tému,Tema de WET,ธีม WET,WET teması,WET тему,WET chủ đề
,%tmpl-cont-page,Content page,Page de contenu,Inhoud van die bladsy,Faqja Përmbajtja,محتوى الصفحة,պարունակություն էջ,Съдържанието на страницата,內容頁,内容页,Obsah stránky,Inhoudsopgave,Sisu leht,Content-Seite,Σελίδα Περιεχομένου,सामग्री पृष्ठ,Tartalom oldal,Content síðu,Konten halaman,Pagina di contenuti,コンテンツページ,콘텐츠 페이지,Satura lapa,Turinio puslapis,Strona z zawartością,Página de conteúdo,Página do conteúdo,Содержимое страницы,Obsah stránky,Página de contenido,หน้าเนื้อหา,İçerik sayfası,Вміст сторінки,Nội dung trang
,%tmpl-fixed-header,Fixed mobile header,En-tête fixe mobile,Vaste mobiele kop,Fikse celular nisej,رأس الثابتة والنقالة,Ֆիքսված շարժական գնում,Фиксирана мобилен заглавието,固定移動頭,固定移动头,Mobilní pevné hlavičky,Mobile vaste kopt de bal,Mobiilne fikseeritud kaudu,Mobil festen Kopfzeile,Σταθερή κινητό κεφαλίδα,फिक्स्ड मोबाइल हैडर,Rögzített mobil fejlécet,Fast hreyfanlegur haus,Sundulan mobile tetap,Intestazione fisso-mobile,固定とモバイルのヘッダ,유무선 헤더,Fiksēto mobilo galvene,Fiksuotas mobili antraštė,Poprawiono komórka nagłówka,Cabeçalho fixo-móvel,Cabeçalho fixo-móvel,Фиксированной и мобильной связи заголовка,Fixným mobilné záhlavia,Encabezado fijo-móvil,ส่วนหัวมือถือคงที่,Sabit mobil başlık,Фіксованого та мобільного зв'язку заголовка,Tiêu đề điện thoại di động cố định
,%tmpl-home-page,Home page,Page d'accueil,Home bladsy,Faqja kryesore,الصفحة الرئيسية,Գլխավոր էջ,Начална страница,首頁,主页,Úvodní stránka,Home page,Kodulehekülg,Startseite,Αρχική σελίδα,मुख पृष्ठ,Főoldal,Heimasíða,Halaman rumah,Pagina iniziale,ホームページ,홈 페이지,Mājas lapa,Pagrindinis puslapis,Strona główna,Página inicial,Página inicial,Главная страница,Úvodná stránka,Página de inicio,หน้าแรก,Ana sayfa,Головна сторінка,Trang chủ
,%tmpl-serv-page,Server message page,Page de message du serveur,Bediener boodskap bladsy,Mesazhi server faqe,خادم الرسالة الصفحة,Սերվերի հաղորդագրություն Էջ,Сървър съобщение страница,伺服器訊息頁,服务器消息页,Server zpráva stránku,Server bericht pagina,Serveri sõnum lehele,Server Nachrichten-Seite,Διακομιστή σελίδα μήνυμα,सर्वर संदेश पेज,Server üzenet oldal,Skeytamiðstöðvarinnar síðu,Server pesan halaman,Pagina di messaggio del server,サーバ・メッセージのページ,서버 메시지 페이지,Serveris ziņa lapa,Serverio pranešimas puslapis,Strona wiadomości z serwera,Nenhuma pesquisa ou link de seleção de idioma,Página de mensagem do servidor,Страницы сервера сообщение,Servera správa stránku,Página de mensaje del servidor,หน้าข้อความเซิร์ฟเวอร์,Sunucu ileti sayfası,Сторінки сервера повідомлення,Trang server tin nhắn
,%tmpl-nosearchlang,No search or language selection link,Sans recherche ou lien de sélection de la langue,Geen soek of taal seleksie skakel,Asnjë kërkim përzgjedhja ose gjuha Lidhje,أي بحث أو رابط اللغة اختيار,Ոչինչ գտնված կամ լեզվի ընտրությունը ՈՒղեցույց,Никое търсене или връзка за избор на език,沒有搜尋或語言選擇連結,没有搜索或语言选择链接,Žádné hledání nebo výběr jazyka jako odkaz,Geen zoek-of taalkeuze koppeling,Ei otsing või keelevaliku link,Keine Suche oder Sprachauswahl Link,Δεν αναζήτηση ή τη γλώσσα του σύνδεσμο επιλογής,कोई खोज या भाषा का चयन लिंक,Nincs keresés vagy nyelvválasztás kapcsolat,Engin leit eða tungumál val tengill,Tidak ada pencarian atau link bahasa pemilihan,Nessun link di ricerca o selezione della lingua,検索・言語選択リンクがありません,어떤 검색 또는 언어 선택 링크,Nav meklēšanas vai valodas izvēle saite,Nieko nerasta arba kalbos pasirinkimas nuoroda,Nie ma łącza do przeszukiwania ani wyboru języka,No menu do site ou trilha de migalhas,Nenhuma pesquisa ou link para seleção de idioma,Нет поиска или ссылка выбора языка,Žiadne hľadanie alebo výber jazyka ako odkaz,Ninguna búsqueda ni enlace de selección de idioma,ค้นหาไม่มีหรือเชื่อมโยงการเลือกภาษา,Hiç arama veya dil seçimi bağlantısını,Немає пошуку або посилання вибору мови,Không tìm kiếm hoặc liên kết lựa chọn ngôn ngữ
,%tmpl-nositemenubc,No site menu or breadcrumb trail,Sans menu du site ou fil d'Ariane,Geen site menu of bread crumb roete,Asnjë menu vend ose gjurmët Breadcrumb,أية قائمة أو موقع درب التفصيلي,Ոչ site մենյուն կամ bread crumb roete,Не меню или галета пътека,沒有網站選單或麵包屑導航,没有网站菜单或面包屑导航,Žádné místo menu nebo strouhanka stezka,Geen site menu of broodkruimelspoor,Ei saidi menüü või lingirea jälg,Keine Website Menü oder Brotkrümelnavigation,Δεν εμφανίζεται κανένα μενού χώρο του ξενοδοχείου ή breadcrumb trail,कोई साइट मेनू या ब्रेडक्रम्ब निशान,Nincs Szótár menü vagy morzsa nyomvonal,Engin síða valmyndinni eða brauðmolaslóð,Tidak ada menu situs atau jejak breadcrumb,Nessun menu del sito o tracciato,サイトメニュー・パンくずリストがありません,어떤 사이트 메뉴 또는 사이트 이동 경로,Nav vietā izvēlne vai atpakaļceļa taka,Ne svetainės meniu arba naršymo kelias takas,Nie ma menu witryny ani łącz do stron nadrzędnych,"Nenhuma pesquisa, link seleção de idioma, menu do site ou navegação estrutural",Nenhum menu da página ou navegação estrutural,Нет меню сайта или навигационная цепочка,Žiadne miesto menu alebo omrvinková navigácia,Ningún menú de sitio ni hilo de Ariadna,เมนูเว็บไซต์หรือทาง BreadCrumb,Hiçbir sitenin menü veya kırıntı izi,Немає меню сайту або навігаційна стежка,Không có trình đơn trang web hoặc đường mòn mẩu bánh mì
,%tmpl-nosearchlangsitemenubc,"No search, language selection link, site menu or breadcrumb trail","Sans recherche, lien de sélection de la langue, menu du site ou fil d'Ariane","Geen soek, taal seleksie skakel, webwerf menu of bread crumb roete","Jo, kërko Gjuha zgjedhja link, menu vend apo shteg Breadcrumb",أي بحث اختيار اللغة، وصلة، موقع القائمة أو درب التفصيلي,"Ոչինչ գտնված, լեզվից ՈՒղեցույց ընտրությունը, շինհրապարակի Մենյու կամ bread crumb roete","Не търсене, връзка за избор на език, меню на сайта или галета пътека",沒有搜尋、語言選擇連結、網站選單或麵包屑導航,没有搜索，语言选择链接，网站菜单或面包屑导航,"Ne vyhledávání, výběr jazyka link, site menu nebo strouhanka stezka","Geen zoek-, taalkeuzelink, websitemenu of broodkruimelspoor","Ei otsi, keelevaliku link, site menu või lingirea jälg","Keine Suche, Auswahl der Sprache Link, Website Menü oder Brotkrümelnavigation","Δεν αναζήτηση, σύνδεσμο επιλογή γλώσσας, μενού χώρο του ξενοδοχείου ή breadcrumb trail","कोई खोज, भाषा चयन लिंक, साइट मेनू या ब्रेडक्रम्ब निशान","Nincs keresés, nyelv kiválasztása link, Szótár menü vagy morzsa nyomvonal","Engin leit, tungumál val hlekkur, staður valmyndinni eða brauðmolaslóð","Tidak ada pencarian, pemilihan bahasa link, menu situs atau jejak breadcrumb","Nessun link di ricerca, selezione della lingua, menu del sito o tracciato",検索・言語選択リンク・サイトメニュー・パンくずリストがありません,"어떤 검색, 언어 선택 링크를하지, 사이트 메뉴 나 사이트 이동 경로","Nav meklēšanas, valodas izvēle saikne, vieta izvēlnes vai atpakaļceļa taka","Ne paieškos, kalbos pasirinkimas nuoroda, svetainės meniu arba naršymo kelias takas","Nie ma łacza do przeszukiwania ani wyboru języka, menu witryny ani łącz do stron nadrzędnych","Nenhuma pesquisa, link seleção de idioma, menu do site ou navegação estrutural","Nenhuma pesquisa, link para seleção de idioma, menu da página ou navegação estrutural","Нет поиска, выбора языка ссылке, меню сайта или навигационная цепочка","Nie vyhľadávanie, výber jazyka link, site menu alebo omrvinková navigácia","Ninguna búsqueda, enlace de selección de idioma, menú de sitio ni hilo de Ariadna",ไม่มีการค้นหาเชื่อมโยงการเลือกภาษาเมนูเว็บไซต์หรือทาง BreadCrumb,"Hayır arama, dil seçimi bağlantısını, sitenin menü veya kırıntı izi","Ні пошуку, вибору мови посиланню, меню сайту або навігаційна стежка","Không có tìm kiếm, lựa chọn ngôn ngữ liên kết, menu trang web hoặc đường mòn mẩu bánh mì"
,%tmpl-web-application,Application template,Modèle pour applications,Aansoek sjabloon,Aplikimi template,تطبيق قالب,Դիմում ձեւանմուշ,Заявление шаблон,應用程序模板,应用程序模板,Použití šablony,Toepassingssjabloon,Rakenduse malli,Application-Vorlage,Πρότυπο Εφαρμογή,अनुप्रयोग टेम्पलेट,Alkalmazás sablon,Umsókn sniðmát,Template aplikasi,Modello di applicazione,アプリケーションテンプレート,애플리케이션 템플릿,Pieteikums veidni,Taikymas šablonas,Szablon aplikacji,Modelo de aplicação,Modelo de aplicação,Шаблон приложения,Použitie šablóny,Plantilla de aplicación,แม่แบบโปรแกรมประยุกต์,Uygulama şablonu,Шаблон додатки,Ứng dụng mẫu
,%tmpl-multilingual,Multilingual,Multilingue,Verskeie tale,juhë të shumëfishta,متعدد اللغات,Բազմալեզու,Многоезичен,多國語言,多种语言,Vícejazyčné,Meertalig,Mitmekeelne,Mehrsprachig,Πολύγλωσσος,बहुभाषी,Többnyelvű,Fjöltyng,Multibahasa,Plurilingue,多言語,다국어,Daudzvalodu,Daugiakalbis,Wielojęzyczny,Multilíngue,Multilíngue,Многоязычный,Multilingual,Plurilingüe,พูดได้หลายภาษา,Çok dilli,Багатомовний,Đa ngôn ngữ
,%tmpl-site-title,Site title,Titre du site,Site titel,Gjurmët breadcrumb,عنوان الموقع,կայք Որոնում,Заглавие на сайта,網站標題,网站标题,Název stránky,Titel van de site,Saidi pealkiri,Site-Titel,Τον τίτλο Ιστοσελίδας,साइट शीर्षक,Oldal neve,Vefsíða titill,Situs judul,Titolo del sito,サイト名,사이트 제목,Lapas nosaukums,Svetainės pavadinimas,Tytuł witryny,Título do site,Título do site,Название сайта,Názov stránky,Título del sitio,ชื่อเว็บไซต์,Sitesi başlığı,Назва сайту,Tiêu đề trang web
,%tmpl-msg-title,Message title,Titre du message,Titel van die werf,Titulli i faqes,رسالة لقب,հաղորդագրություն Որոնում,Съобщение заглавие,留言標題,留言标题,Název zprávy,Titel van het bericht,Kirja teema,Titel der Nachricht,τίτλος Μήνυμα,संदेश का शीर्षक,Üzenet neve,Skilaboð titill,Pesan judul,Titolo del messaggio,メッセージ名,메시지 제목,Ziņa virsraksts,laiško pavadinimas,Tytuł wiadomości,Título da mensagem,Título da mensagem,Заголовок сообщения,Názov správy,Título del mensaje,ชื่อข้อความ,İleti başlığı,Тема повідомлення,tin nhắn tiêu đề
,%tmpl-sub-site,Sub-site,Sous-site,Subwebwerf,Nën-site,الموقع الفرعي,ներքին կայքը,Подсайт,子網站,子网站,Podřízený web,Subsite,Alamsait,Unterwebsite,Υπο-χώρο του ξενοδοχείου,सबसाइट,Alwebhely,Sub-síða,Sub-situs,Sito secondario,サブサイト,하위 사이트,Sub-vietā,Antrinis,Podstrona,Site secundário,Site secundário,Sub-сайт,Sub-site,Sitio secundario,ย่อยเว็บไซต์,Alt sitenin,Sub-сайт,Sub-site
,%tmpl-wet-project,WET project,Projet de la BOEW,WET projek,Projekti WET,المشروع WET,WET նախագիծը,WET проект,WET計劃,WET项目,WET projekt,WET project,WET projekti,WET-Projekt,WET του έργου,परियोजना WET,WET projekt,WET verkefni,WET proyek,Progetto WET,WETプロジェクト,WET 프로젝트,WET projekts,WET projektas,Projekt WET,Projeto WET,Projeto WET,WET проекта,WET projekt,Proyecto de WET,โครงการ WET,WET projesi,WET проекту,WET dự án
,%tmpl-wet-main-project-page,Main project page,Page principale du projet,Main projek bladsy,Faqja kryesore projektit,الرئيسية المشروع الصفحة,Գլխավոր էջ Ծրագրի,Основна страницата на проекта,計劃主頁,项目主页,Hlavní stránka projektu,Hoofd project pagina,Põhiprojekti lehele,Hauptprojektseite,Αρχική σελίδα του έργου,मुख्य परियोजना पृष्ठ,Főoldal projekt oldal,Helstu verkefni síðu,Main proyek halaman,Pagina principale del progetto,プロジェクトのメインページ,메인 프로젝트 페이지,Galvenais projekta lapa,Pagrindinis projekto puslapis,Strona główna projektu,Página principal projeto,Página do projeto principal,Главная страница проекта,Hlavná stránka projektu,Página del proyecto principal,หน้าโครงการหลัก,Ana proje sayfasına,Головна сторінка проекту,Trang chính của dự án
,%tmpl-work-examples,Working examples,Exemples pratiques,Werk voorbeelde,Shembuj pune,أمثلة العمل,Աշխատանքային օրինակներ,Работни примери,工作實例,工作实例,Pracovní příklady,Praktijkvoorbeelden,Praktilised näited,Funktionierende Beispiele,Εργασίας παραδείγματα,काम उदाहरण,Munka példák,Vinnu dæmi,Bekerja contoh,Esempi di lavoro,作業例,작업 예제,Darba piemēri,Darbo pavyzdžiai,Przykłady robocze,Exemplos de trabalho,Exemplos práticos,Рабочие примеры,Pracovné príklady,Ejemplos prácticos,ตัวอย่างการใช้งาน,Çalışma örnekleri,Робочі приклади,Ví dụ hoạt động
,%tmpl-documentation,Documentation,Documentation,Dokumentasie,Dokumentim,توثيق,փաստաթղթերով հիմնավորում,Документация,文件,文档,Dokumentace,Documentatie,Dokumentatsioon,Dokumentation,Τεκμηρίωση,प्रलेखन,Dokumentáció,Skjölun,Dokumentasi,Documentazione,ドキュメンテーション,문서,Dokumentācija,Dokumentacija,Dokumentacja,Documentação,Documentação,Документация,Dokumentácia,Documentación,เอกสาร,Belgeleme,Документація,Tài liệu
,%tmpl-downloads,Downloads,Téléchargements,Aflaaie,Shkarkime,التنزيلات,Բեռնումներ,Изтегляния,下載,下载,Soubory ke stažení,Downloads,Allalaadimised,Downloads,Λήψεις,डाउनलोड,Letöltések száma,Niðurhöl,Unduhan,Scaricamenti,ダウンロード,다운로드,Lejupielādes,Siuntiniai,Pliki do pobrania,Descargas,Downloads,Загрузка,Súbory na stiahnutie,Descargas,ดาวน์โหลด,İndirme,Завантаження,Tải hàng tuần
,%tmpl-implement-wet,Implement WET,Mise en œuvre de la BOEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,%tmpl-contribute-wet,Contribute to WET,Contribuer à la BOEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,%tmpl-about-wet,About the Web Experience Toolkit,À propos de la Boîte à outils de l’expérience Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,%tmpl-about-web-standards,About the Web Standards,À propos des normes Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,%tmpl-default-app,default appearance,apparence par défaut,standaard voorkoms,Pamja e parazgjedhur,مظهر الافتراضي,Նորմալ տեսքը,подразбиране вид,原始外觀,默认外观,Výchozí vzhled,standaarduiterlijk,vaikimisi välimus,Standarddarstellung,την προεπιλεγμένη εμφάνιση του,डिफ़ॉल्ट उपस्थिति,alapértelmezett megjelenés,Sjálfgefið útlit,standar penampilan,aspetto predefinito,デフォルトの外観,기본 모양,Noklusējuma izskats,numatytoji išvaizda,domyślny wygląd,aparência padrão,aparência padrão,внешний вид по умолчанию,Predvolený vzhľad,apariencia predeterminada,ลักษณะเริ่มต้น,Varsayılan görünüm,зовнішній вигляд за замовчуванням,mặc định xuất hiện
,%tmpl-heading,Heading,En-tête,Opskrif,Titull,رؤوس أقلام,Վերնագիր,Заглавие,標題,标题,Nadpis,Titel,Rubriik,Überschrift,Επικεφαλίδα,शीर्षक,Cím,Fyrirsögn,Kepala,Titolo,見出し,표제,Virsraksts,Antraštė,Nagłówek,Título,Título,Заголовок,Nadpis,Título,หัวเรื่อง,Başlık,Тема,Nhóm
,%tmpl-para,Paragraph,Paragraphe,Paragraaf,Paragraf,فقرة,Պարբերություն,Параграф,段,段,Odstavec,Paragraaf,Lõik,Absatz,Παράγραφος,पैरा,Bekezdés,Málsgrein,Ayat,Paragrafo,段落,절,Punkts,Punktas,Ustęp,Parágrafo,Parágrafo,Пункт,Odsek,Párrafo,ย่อหน้า,Paragraf,Пункт,Đoạn
,%tmpl-link,Link,Lien,Link,Lidhje,صلة,ՈՒղեցույց,Връзка,連結,链接,Odkaz,Link,Hüperlink,Link,Σύνδεσμος,लिंक,Hiperhivatkozás,Tengill,Link,Collegamento,リンク,링크,Saite,Nuoroda,Łącze,Link,Link,Ссылка,Odkaz,Enlace,ลิงค์,Bağlantı,Посилання,Liên kết
,%tmpl-link-custom,Custom link,Lien personnalisé,Custom skakel,Lidhje Custom,الرابط المخصص,Անհատականացված ՈՒղեցույց,Връзката Персонализирана,自行定義連結,自定义链接,Vlastní odkaz,Aangepaste koppeling,Kohandatud link,Benutzerdefinierten Link,Προσαρμοσμένη σύνδεσμο,कस्टम लिंक,Egyéni kapcsolat,Custom tengill,Kustom link,Collegamento personalizzato,カスタムリンク,사용자 정의 링크,Pasūtījuma saite,Priskirtą nuorodą,Niestandardowe łącze,Link personalizado,Link personalizado,Пользовательские ссылки,Vlastné odkaz,Enlace personalizado,ลิงก์ที่กำหนดเอง,Özel bağlantı,Користувальницькі посилання,Tùy chỉnh liên kết
,%tmpl-third-party,third party,tiers,derde party,palë e tretë,طرف ثالث,երրորդ անձ,трета страна,第三方,第三方,třetí strana,derden,kolmas isik,Dritter,τρίτο μέρος,तृतीय पक्ष,harmadik fél,þriðja aðila,pihak ketiga,terzi,第三者,타사,trešā persona,trečioji šalis,strony trzecie,terceiro,terceiro,третья сторона,tretia strana,externos,บุคคลที่สาม,üçüncü şahıs,третя сторона,của bên thứ ba
,%tmpl-file-downloads,file downloads based on file type,téléchargements des fichiers fondés sur le type de fichier,file downloads gebaseer op file type,shkarkime të skedarëve të bazuar në llojin e file,تحميل الملفات على أساس نوع الملف,ֆայլերով ներբեռնումներն հիմնված Ֆայլի տիպը,"изтегляния на файлове, базирани на тип на файла",根據文件類型的文件下載,根据文件类型的文件下载,stahování souborů založené na typu souboru,downloaden van bestanden op basis van bestandstypes,failide allalaadimiseks põhineb faili tüüp,Datei-Downloads basierend auf Dateityp,λήψεις το αρχείο που βασίζεται σχετικά με τύπο αρχείου,फ़ाइल फ़ाइल प्रकार के आधार पर डाउनलोड,fájlletöltések alapuló fájltípus,skrá niður miðað við skrá tegund,download file berdasarkan tipe file,download di file in base al tipo di file,ファイルの種類に基づいてダウンロード,파일 형식에 따라 파일 다운로드,"failu lejupielāde, pamatojoties uz faila tipu",parsisiųsti failus pagal failo tipą,pobieranie pliku na podstawie typu pliku,downloads de arquivos com base no tipo de arquivo,download de arquivos com base no tipo de arquivo,загрузка файлов на основе типа файла,sťahovanie súborov založené na type súboru,archivar descargas basadas según tipo de archivo,การดาวน์โหลดไฟล์จากไฟล์ประเภท,dosya türüne göre dosya indirme,завантаження файлів на основі типу файлу,tải về tập tin dựa trên loại tập tin
,%tmpl-abbr,Abbreviation,Abréviation,Staat,Shkurtim,الاختصار,Հապավում,Съкращение,縮寫,缩写,Zkratka,Afkorting,Lühend,Abkürzung,Συντομογραφία,संक्षिप्तीकरण,Rövidítés,Skammstöfun,Singkatan,Abbreviazione,略称,약어,Saīsinājums,Santrumpa,Skrót,Abreviatura,Abreviatura,Сокращение,Skratka,Abreviación,ตัวย่อ,Kısaltma,Скорочення,Tên viết tắt
,%tmpl-ul,unordered list,liste à puces,On-geordende lys,listë të renditura,قائمة غير مرتبة,Չհամարակալված ցուցակ,неподреден списък,無順序表,无序列表,výčtu,onordelijke lijst,täpploendi,ungeordnete Liste,μη διατεταγμένη λίστα,unordered सूची,rendezetlen lista,óraðaðan lista,bullet daftar,lista non ordinata,順不同リスト,정렬되지 않은 목록,Nekārtots saraksts,netvarkingai sąrašą,Lista nieuporządkowana,lista não ordenada,lista não ordenada,неупорядоченный список,zoznamu,lista sin ordenar,รายการเรียงลำดับ,Sırasız liste,неупорядкований список,danh sách chưa được
,%tmpl-ol,ordered list,liste ordonnée,geordende lys,Lista e urdhëroi,أمر قائمة,հրամայել ցուցակ,подреден списък,有順序表,有序列表,seřazený seznam,ordelijke lijst,järjestuses,geordnete Liste,διέταξε λίστα,आदेश सूची,rendezett lista,pantaði lista,memerintahkan daftar,lista ordinata,順序付きリスト,정렬 된 목록,Sakārtots saraksts,tvarkingai sąrašą,Lista uporządkowana,lista ordenada,lista ordenada,упорядоченный список,zoradený zoznam,lista ordenada,รายการสั่งซื้อ,sıralı liste,упорядкований список,ra lệnh danh sách
,%tmpl-level,level,niveau,vlak,nivel,مستوى,մակարդակ,ниво,層次,水平,úroveň,niveau,tase,Ebene,επίπεδο,स्तर,szint,stigi,tingkat,livello,レベル,레벨,līmenis,lygis,poziom,nível,nível,уровень,úroveň,nivel,ชั้น,seviye,рівень,mức độ
,%tmpl-table-caption,Table caption,Légende de table,Tabel caption,Tabela caption,الجدول التوضيحية,Աղյուսակ վերնագիր,Таблица надпис,表格標題,表标题,Tabulka titulek,Tabelbijschrijft,Tabel pealdis,Tabellenbeschriftung,Πίνακας λεζάντα,तालिका शीर्षक,Táblázat caption,Tafla yfirskrift,Tabel keterangan,Didascalia della tabella,テーブルキャプション,표 캡션,Tabula parakstu,Lentelė antraštė,Legenda tabeli,Tabela legenda,Título da tabela,Таблица подпись,Tabuľka titulok,Título de tabla,คำอธิบายตาราง,Tablo başlığı,Таблиця підпис,Bảng chú thích
,%tmpl-table-head,Table header,En-tête de table,Table header,Header tabela,الجدول رأس,Աղյուսակ վերնագիր տուրուդմփոց,Таблица заглавието,表格標頭,表头,Záhlaví tabulky,Tabelkop,Tabel kaudu,Tabellenkopf,Κεφαλίδα Πίνακας,टेबल हैडर,Táblázat fejléce,Tafla haus,Header tabel,Intestazione della tabella,テーブルヘッダー,테이블 헤더,Tabula header,Lentelės antraštės,Nagłówek tabeli,Cabeçalho da tabela,Cabeçalho da tabela,Заголовок таблицы,Záhlavie tabuľky,Encabezado de tabla,ส่วนหัวของตาราง,Tablo başlığı,Заголовок таблиці,Đầu bảng
,%tmpl-table-data,Table data,Données de table,Tabel data,Të dhënat tabela,جدول البيانات,Սեղանի տվյալներ,Данни,表格數據,表数据,Tabulka dat,Tabelgegevens,Tabel andmed,Die Daten der Tabelle,Τα δεδομένα Πίνακας,तालिका डेटा,Táblázat adatai,Tafla gögn,Tabel data,Dati della tabella,テーブルデータ,테이블 데이터,Tabulas dati,Stalo duomenys,Dane z tabeli,Dados da tabela,Dados da tabela,Таблица данных,Tabuľka dát,Datos de tabla,ข้อมูลตาราง,Tablo verileri,Таблиця даних,Bảng dữ liệu
,%tmpl-form,Form,Formulaire,Vorm,Formë,شكل,տեսակ,Форма,形式,形式,Formulář,Vorm,Vorm,Formular,Μορφή,प्रपत्र,Forma,Form,Bentuk,Modulo,フォーム,형태,Veidlapa,Forma,Formularz,Forma,Forma,Форма,Formulár,Forma,ฟอร์ม,Form,Форма,Mẫu
,%tmpl-option,Option,Option,Opsie,Alternativë,خيار,Տարբերակ,Опция,選項,选项,Volba,Optie,Valik,Option,Επιλογή,विकल्प,Opció,Valkostur,Pilihan,Opzione,オプション,선택권,Izvēle,Pasirinkimas,Opcja,Opção,Opção,Вариант,Voľba,Opción,การเลือก,Seçenek,Варіант,Lựa chọn
,%tmpl-and,and,et,en,dhe,و,իսկ,и,和,和,a,en,ja,und,και,और,és,og,dan,e,と,과,un,ir,i,e,e,и,a,y,และ,ve,і,và
,%tmpl-submit,Submit,Soumettre,Stuur,Paraqes,عرض,Ներկայացնել,Подаване,送出,提交,Předložit,Aanmelden,Esitama,Einreichen,Υποβολή,प्रस्तुत करना,Küldés,Senda,Menyerahkan,Inviare,送信,제출,Iesniegt,Pateikti,Wyślij,Submeter,Submeter,Представлять,Predložiť,Enviar,เสนอ,Sunmak,Представляти,Gửi
,%tmpl-reset,Reset,Réinitialiser,Herstel,Rivë,أعاد التشغيل,Տեղավորել,Набирам отново,重新輸入,复位,Obnovit,Reset,Lähtestama,Rücksetzen,Επαναφορά,रीसेट करें,Visszaállítás,Endurstilla,Atur ulang,Reset,リセット,재설정,Reset,Atstatyti,Resetuj,Restabelecer,Restabelecer,Сброс,Obnoviť,Reestablecer,ตั้งใหม่,Ayarlamak,Скидання,Thiết lập lại
,%tmpl-about-us,About us,À propos de nous,Oor ons,Rreth nesh,من نحن,Մեր մասին,За нас,關於我們,关于我们,O nás,Over ons,Firmast,Über uns,Σχετικά με εμάς,हमारे बारे में,Rólunk,Um okkur,Tentang kami,Chi siamo,大使館案内,회사 소개,Par mums,Apie mus,O nas,Sobre nós,Sobre nós,О компании,O nás,Acerca de nosotros,เกี่ยวกับเรา,Hakkımızda,Про компанію,Về chúng tôi
,%tmpl-our-mandate,Our Mandate,Notre mandat,Ons mandaat,Mandati ynë,لدينا الانتداب,Մեր մանդատից,Нашия мандат,我們的任務,我们的任务,Náš mandát,Ons mandaat,Meie mandaat,Unser Auftrag,Εντολή Η δική μας,हमारे जनादेश,A mandátum,Umboð okkar,Mandat kami,Il nostro mandato,私たちの使命,우리의 요구,Mūsu pilnvaras,Mūsų mandatą,Nasz mandat,Nosso Mandato,Nosso Mandato,Наш мандат,Náš mandát,Nuestro mandato,อาณัติของเรา,Bizim Mandası,Наш мандат,Nhiệm vụ của chúng tôi
,%tmpl-our-history,Our history,Notre histoire,Ons geskiedenis,Historia jonë,تاريخنا,Մեր պատմությունը,Нашата история,我們的歷史,我们的历史,Naše historie,Onze geschiedenis,Meie ajalugu,Unsere Geschichte,Ιστορία Η δική μας,हमारे इतिहास,Cégünk története,Saga okkar,Sejarah kami,La nostra storia,私たちの歴史,우리의 역사,Mūsu vēsture,Mūsų istorija,Nasza historia,Nossa história,Nossa história,Наша история,Naša história,Nuestra historia,ประวัติศาสตร์ของเรา,Bizim tarihimiz,Наша історія,Lịch sử của chúng tôi
,%tmpl-minister,The Minister,Le ministre,Die Minister,Ministri,وزير,Նախարարը,Министърът,部長,部长,Ministr,De minister,Ministri,Der Minister,Ο Υπουργός,मंत्री,A miniszter,Ráðherra,Menteri,Il Ministro,大臣,장관,Ministrs,Ministras,Minister,O Ministro,O Ministro,Министр,Ministr,El ministro,รัฐมนตรีว่าการกระทรวง,Bakan,Міністр,Bộ trưởng Bộ
,%tmpl-news,News,Nouvelles,Nuus,Lajm,أخبار,Նորություններ,Новини,新聞,新闻,Zprávy,Nieuws,Uudised,Nachrichten,Ειδήσεις,समाचार,Hír,Fréttir,Berita,Notizie,ニュース,뉴스,Jaunumi,Naujienos,Aktualności,Notícia,Notícias,Новости,Správy,Noticias,ข่าว,Haber,Новини,Tin tức
,%tmpl-news-rel,News releases,Communiqués,Nuusberigte,Shtyp lajme,النشرات الإخبارية,Լրահոս,Съобщения за пресата,新聞發布,新闻发布,Tiskové zprávy,Persberichten,Pressiteated,Pressemitteilungen,Απελευθερώσεις Ειδήσεις,समाचार विज्ञप्ति,Sajtóközlemények,Fréttatilkynningar,Berita rilis,Comunicati stampa,ニュースリリース,보도 자료,Ziņu izlaidumi,Pranešimai spaudai,Komunikaty prasowe,Notas para a imprensa,Notas Informativas,Пресс-релизы,Tlačové správy,Comunicados de prensa,ข่าวประชาสัมพันธ์,Haber bültenleri,Прес-релізи,Thông cáo báo chí
